label,text
Fake,say wisconsin gov scott walker turned billion surplus billion budget deficit
Genuine,percent stimulus money actually spent
Genuine,seattle time called patty murray prolific sponsor earmark patty even defended bridge nowhere
Genuine,since inflationadjusted dollar perstudent funding florida state university system general revenue dropped
Fake,obama administration drilling producing domestic energy supply ever
Genuine,say million abortion since roe v wade decided
Genuine,georgia civil forfeiture law among worst country worst south
Fake,iran nuclear deal putting billion dollar back country thats world largest supporter terrorism actually giving money fund terrorist killing u ally
Fake,say republican reid ribble say stimulus bill failed jumpstart economy roofing company made almost stimulus funded project
Genuine,seven people die every day legislature ratifies pain clinic rule approved board medicine department health
Genuine,say oregon rank rd education
Fake,attorney general office weve cut budget percent
Fake,politifact wisconsin concluded charge justice prosser prejudges matter come court true
Fake,milwaukee problem include percent black male unemployment
Genuine,great disparity tremendous disparity capital funding perstudent basis traditional public school charter public school
Fake,united state student achieving number developing country come science math
Fake,hasnt really lot net growth federal workforce compare say
Genuine,weve heard talk curbing use fossil fuel nearly every state union address since oil embargo
Genuine,mike martinez voted raise tax utility rate ending free bus service senior
Fake,news broke veteran dying inadequate health care harry reid senate democrat take action
Genuine,texas installed wind power state four country
Fake,say never received contribution koch brother
Genuine,obamas secretary energy dr steven chu said publicly want u pay european level gasoline would gallon
Fake,mexican government send bad one
Fake,say u senate candidate eric hovde problem raising tax
Fake,first time state one first time country benefit reduction happened people retired
Fake,obama closed offshore tax safe haven
Genuine,highest corporate tax rate world percent
Fake,scott walker wisconsin unemployment
Fake,cnn accidentally aired minute pornography boston thanksgiving night
Fake,say obama promised unemployment would never go percent
Genuine,individual mental illness die average year earlier without mental illness
Fake,since attack rail target four thousand people died thousand injury
Fake,say rick scott record job includes florida ranked nd nation longterm unemployment
Fake,sharron angle supported scientology plan give massage prisoner
Genuine,since top wealthiest family seen income go percent tax rate go percent
Genuine,shaheen vote obama percent time
